game_id,league,date,home,away,home_score,away_score,neutral,home_ml,away_ml,spread,home_spread_price,away_spread_price,total,over_price,under_price,extras
NFL-20250907-SF-SEA-16,NFL,2025-09-07T20:05:00,SEA,SF,13,17,0,,,,,,,,,
NFL-20250907-DET-GB-16,NFL,2025-09-07T20:25:00,GB,DET,27,13,0,,,,,,,,,
NFL-20250907-HOU-LAR-16,NFL,2025-09-07T20:25:00,LAR,HOU,14,9,0,,,,,,,,,
NFL-20250907-BAL-BUF-20,NFL,2025-09-08T00:20:00,BUF,BAL,41,40,0,,,,,,,,,
NFL-20250908-MIN-CHI-20,NFL,2025-09-09T00:15:00,CHI,MIN,24,27,0,,,,,,,,,
NFL-20250911-WSH-GB-20,NFL,2025-09-12T00:15:00,GB,WSH,27,18,0,,,,,,,,,
NFL-20250914-JAX-CIN-13,NFL,2025-09-14T17:00:00,CIN,JAX,31,27,0,,,,,,,,,
NFL-20250914-NYG-DAL-13,NFL,2025-09-14T17:00:00,DAL,NYG,40,37,0,,,,,,,,,"{""indoor"": true}"
NFL-20250914-CHI-DET-13,NFL,2025-09-14T17:00:00,DET,CHI,52,21,0,,,,,,,,,"{""indoor"": true}"
NFL-20250914-LAR-TEN-13,NFL,2025-09-14T17:00:00,TEN,LAR,19,33,0,,,,,,,,,
NFL-20250914-NE-MIA-13,NFL,2025-09-14T17:00:00,MIA,NE,27,33,0,,,,,,,,,
NFL-20250914-SF-NO-13,NFL,2025-09-14T17:00:00,NO,SF,21,26,0,,,,,,,,,"{""indoor"": true}"
NFL-20250914-BUF-NYJ-13,NFL,2025-09-14T17:00:00,NYJ,BUF,10,30,0,,,,,,,,,
NFL-20250914-SEA-PIT-13,NFL,2025-09-14T17:00:00,PIT,SEA,17,31,0,,,,,,,,,
NFL-20250914-CLE-BAL-13,NFL,2025-09-14T17:00:00,BAL,CLE,41,17,0,,,,,,,,,
NFL-20250914-DEN-IND-16,NFL,2025-09-14T20:05:00,IND,DEN,29,28,0,,,,,,,,,"{""indoor"": true}"
NFL-20250914-CAR-ARI-16,NFL,2025-09-14T20:05:00,ARI,CAR,27,22,0,,,,,,,,,"{""indoor"": true}"
NFL-20250914-PHI-KC-16,NFL,2025-09-14T20:25:00,KC,PHI,17,20,0,,,,,,,,,
NFL-20250914-ATL-MIN-20,NFL,2025-09-15T00:20:00,MIN,ATL,6,22,0,,,,,,,,,"{""indoor"": true}"
NFL-20250915-TB-HOU-19,NFL,2025-09-15T23:00:00,HOU,TB,19,20,0,,,,,,,,,"{""indoor"": true}"
NFL-20250915-LAC-LV-22,NFL,2025-09-16T02:00:00,LV,LAC,9,20,0,,,,,,,,,"{""indoor"": true}"
NFL-20250918-MIA-BUF-20,NFL,2025-09-19T00:15:00,BUF,MIA,31,21,0,,,,,,,,,
NFL-20250921-GB-CLE-13,NFL,2025-09-21T17:00:00,CLE,GB,13,10,0,,,,,,,,,
NFL-20250921-IND-TEN-13,NFL,2025-09-21T17:00:00,TEN,IND,20,41,0,,,,,,,,,
NFL-20250921-CIN-MIN-13,NFL,2025-09-21T17:00:00,MIN,CIN,48,10,0,,,,,,,,,"{""indoor"": true}"
NFL-20250921-PIT-NE-13,NFL,2025-09-21T17:00:00,NE,PIT,14,21,0,,,,,,,,,
NFL-20250921-LAR-PHI-13,NFL,2025-09-21T17:00:00,PHI,LAR,33,26,0,,,,,,,,,
NFL-20250921-NYJ-TB-13,NFL,2025-09-21T17:00:00,TB,NYJ,29,27,0,,,,,,,,,
NFL-20250921-LV-WSH-13,NFL,2025-09-21T17:00:00,WSH,LV,41,24,0,,,,,,,,,
NFL-20250921-ATL-CAR-13,NFL,2025-09-21T17:00:00,CAR,ATL,30,0,0,,,,,,,,,
NFL-20250921-HOU-JAX-13,NFL,2025-09-21T17:00:00,JAX,HOU,17,10,0,,,,,,,,,
NFL-20250921-DEN-LAC-16,NFL,2025-09-21T20:05:00,LAC,DEN,23,20,0,,,,,,,,,
NFL-20250921-NO-SEA-16,NFL,2025-09-21T20:05:00,SEA,NO,44,13,0,,,,,,,,,
NFL-20250921-DAL-CHI-16,NFL,2025-09-21T20:25:00,CHI,DAL,31,14,0,,,,,,,,,
